name,platform,source_family,category,description,rank_or_metric,url,updated_or_launch_time,collected_at,search_rank,query,source_file,relevance_notes
Questflow Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,developer_framework,"Questflow Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark Questflow # Questflow ## Turn text into multi-agent action and automation •61 reviews• 767 followers Visit websiteFollow Overview Launches Forums Reviews Team Awards Alternatives More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Claimed Questflow was ranked #4 of the day for March 8th, 2024 questflow.ai All Makers ## What isQuestflow? Questflow Labs is the orchestration layer for the multi-agent economy",PH day rank: 4; followers: 767,https://www.producthunt.com/products/questflow-2,,2026-05-20,1,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Portia AI Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,agent_workflow_automation,"Portia AI Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark Subscribe Sign in Portia AI # Portia AI Multi-agent, stateful, authenticated AI workflows •5 reviews• 58 followers Visit websiteFollow Overview Launches Forums Shoutouts Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Product Hunt Product status Claimed Links portialabs.ai Makers Sam Stephens Nathan Perkins Tom Stuart Omar ElMohandes Hannah Craighead Zee All Makers ## What isPortia AI? Build multi-agent, stateful, aut",followers: 58,https://www.producthunt.com/products/portia-ai,"March 5th, 2025",2026-05-20,2,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Langflow Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,developer_framework,"Langflow is a powerful open source tool for building and deploying AI-powered agents and workflows. It provides developers with both a visual authoring experience and a built-in API server that turns every agent into an API endpoint that can be integrated into applications built on any framework or stack. Langflow comes with batteries included and supports all major LLMs, vector databases and a growing library of AI tools. LangflowLow-Code RAG and Multi-Agent AI Development Launched onFebruary 19th, 2025 tool for building visual authoring experience and built-in API server that turns , vector databases ### Langflow - Low-Code RAG and Multi-Ag",,https://www.producthunt.com/products/langflow,"February 19th, 2025",2026-05-20,3,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"MindPal - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt,product_discovery,investor_market_resource,"MindPal - Product Information, Latest Updates, and Reviews 2025 | Product Hunt Product Hunt logo dark Subscribe Sign in MindPal # MindPal Build AI multi-agent workflows to automate any tasks •60 reviews•71 shoutouts• 2.6K followers Visit websiteFollow Overview Launches Shoutouts Reviews Team Awards More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Product Hunt Product status Canvas by MindPal—An infinite canvas to run AI agents & multi-agent systems Upvote(257)• 21 3mo ago MindPal Tools—Bring Superpowers to your AI Agents wi",PH day rank: 1; PH upvotes: 257; PH upvotes: 519; followers: 2.6K,https://www.producthunt.com/products/mindpal-for-youtube,"November 28th, 2024",2026-05-20,4,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"Scoopika - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt,product_discovery,developer_framework,"Scoopika - Product Information, Latest Updates, and Reviews 2025 | Product Hunt Product Hunt logo dark Subscribe Scoopika # Scoopika Build personalized AI agents for your application •0 reviews• 132 followers Visit websiteFollow Overview Launches Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Product Hunt Product status Claimed Scoopika platform v2—The platform to create gpt-4o level AI agents Upvote(10)• 6mo ago Scoopika—Build gpt-4o level AI assistants for your app Scoopika - TS packages—Bring reliable AI v",PH upvotes: 10; followers: 132,https://www.producthunt.com/products/scoopika,"August 14th, 2024",2026-05-20,5,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
"AgentCrew - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt,product_discovery,agent_workflow_automation,"AgentCrew - Product Information, Latest Updates, and Reviews 2025 | Product Hunt Product Hunt logo dark Subscribe Sign in AgentCrew # AgentCrew Assemble a crew of AI agents, in MINUTES, for FREE •0 reviews• 314 followers Visit websiteFollow Overview Launches Reviews Team Awards More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Claimed Awards AgentCrew was ranked #3 of the day for May 5th, 2024 AgentCrew—100% free tools to automate your tasks with AI today Makers Tham (Sylvia) Nguyen Mai Quang Tu",PH day rank: 3; followers: 314,https://www.producthunt.com/products/agentcrew,"July 22nd, 2024",2026-05-20,6,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Lindy Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,agent_workflow_automation,"Lindy Product Information and Latest Updates (2025) | Product Hunt Lindy # Lindy Build your own AI agents with no-code •4 reviews• 422 followers Visit websiteFollow Overview Launches Forums Shoutouts Reviews Team Awards Alternatives More Blog• Newsletter • Forums• Categories• * ## What isLindy? A no-code platform to build your own AI agents to help with tasks ranging from email & calendar management to customer support, sales & recruiting. Comes with 3000+ integrations out of the box and support for event-based triggers and cross-agent collaboration. ### Do you use Lindy? I use thisI use something else Lindy gallery LindyCreate and monetize c",PH day rank: 4; followers: 422,https://www.producthunt.com/products/lindy,"February 16th, 2024",2026-05-20,7,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
MGX (MetaGPT X),Product Hunt,product_discovery,agent_product_or_directory,"MGX (MetaGPT X) Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark MGX (MetaGPT X) # MGX (MetaGPT X) The World's First AI Dev Team •104 reviews• 3K followers All Makers ## What isMGX (MetaGPT X)? MGX (MetaGPT X) is a multi-agent AI platform based on real software SOPs. Chat with the AI team leader, product manager, architect, engineer, and data analyst 24/7 to create websites, blogs, shops, analytics, games, or anything else you can imagine. ### Do you use MGX (MetaGPT X)? ### MGX - The first AI dev team MGX (MetaGPT X) is a multi-agent AI platform based on real software SOPs. Chat with the AI team leader, pro",followers: 3K,https://www.producthunt.com/products/metagpt-x,,2026-05-20,9,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
SuperAgentX,Product Hunt,product_discovery,developer_framework,"SuperAgentX: SuperAgentX - Multi-Agent, Browser Intelligence, MCP & RPA | Product Hunt Product Hunt logo dark Subscribe Sign in SuperAgentX # SuperAgentX ## SuperAgentX - Multi-Agent, Browser Intelligence, MCP & RPA 7 followers Visit website 🚀Open-Source Framework: A lightweight, open-source AI framework built for multi-agent applications with Artificial General Intelligence (AGI) capabilities. \ Browser Intellegience Automation \ MCP Support \ No/Code Low Code RPA. Overview Launches1 Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• Y",followers: 7,https://www.producthunt.com/products/superagentx,,2026-05-20,10,"site:producthunt.com/products ""multi-agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AutoGPT - An Autonomous GPT-4,Product Hunt,product_discovery,developer_framework,"AutoGPT - An Autonomous GPT-4 - Product Information, Latest Updates, and Reviews 2024 | Product Hunt AutoGPT - An Autonomous GPT-4 # AutoGPT - An Autonomous GPT-4 AutoGPT in the browser 16reviews 1.5Kfollowers Save Follow Visit website Overview Reviews Launches Team Awards Do you useAutoGPT - An Autonomous GPT-4? I use thisI use something else What isAutoGPT - An Autonomous GPT-4? First Signs of AGI with an autonomous GPT4 AutoGPT - An Autonomous GPT-4 media 1 AutoGPT - An Autonomous GPT-4 media 2 ### Recent launches AutoGPT 2.0 Unleash the Power of AI with AutoGPT 2.0: Your Comprehensive Digital Assistant with templates. 3mo ago AutoGPT 2.0 ",,https://www.producthunt.com/products/autogpt-an-autonomous-gpt-4,,2026-05-20,1,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AgentGPT Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,agent_product_or_directory,AgentGPT Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark Subscribe Sign in AgentGPT # AgentGPT Deploy autonomous AI Agents in your browser 🤖•1 review• 10 followers Visit websiteFollow Overview Launches Forums Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Unclaimed Links agentgpt.reworkd.ai Social X.com Makers Srijan Subedi All Makers ## What isAgentGPT? AgentGPT allows you to configure and deploy Autonomous AI agents. Name your own custom AI a,followers: 10,https://www.producthunt.com/products/agentgpt,"July 29th, 2023",2026-05-20,2,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
rtrvr.ai Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,agent_workflow_automation,rtrvr.ai Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark Coming soon rtrvr.ai/cloud Leverage our AI Web Agent for your own workflows such as autonomously completing a task or complex scraping workflows by integrating our API's! Get ready to build agentic services and platforms on top of rtrvr.ai! Notify me rtrvr.ai # rtrvr.ai Universal Web Agent •2 reviews• 239 followers Visit websiteFollow Overview Launches Forums Reviews Team Awards More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Produ,followers: 239,https://www.producthunt.com/products/rtrvr-ai,"February 21st, 2025",2026-05-20,4,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
BabyAGI Product Information and Latest Updates (2025) | Product Hunt,Product Hunt,product_discovery,benchmark_or_competition,BabyAGI Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark Subscribe Sign in # BabyAGI A pared-down version of Task-Driven Autonomous AI Agent •0 reviews• 122 followers Visit websiteFollow Overview Launches Forums Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Unclaimed Forum Threads p/babyagi Clara-Marie Eloy Clara-Marie Eloy BabyAGI - A pared-down version of Task-Driven Autonomous AI Agent Upvote(123)• 7 • 2yr ago View all Start new thread Links,PH upvotes: 123; followers: 122,https://www.producthunt.com/products/babyagi,"April 12th, 2023",2026-05-20,5,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Job for Agent,Product Hunt,product_discovery,benchmark_or_competition,"Job for Agent: The 1st job board for autonomous AI agents | Product Hunt Product Hunt logo dark Subscribe Sign in # Job for Agent Launching today ## The 1st job board for autonomous AI agents 246 followers Visit website Post your job or task. Submit AI agent that can fill this job. 0% office drama, 100% uptime. Overview Team Awards More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Product Hunt Launching Today #4 Day Rank Upvote•254points Follow Job for AgentAdd to collectionShare jobforagent.com Job for AgentInfo Launched in",PH current day rank: 4; PH points: 254; followers: 246,https://www.producthunt.com/products/job-for-agent,2025,2026-05-20,7,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
GPT Researcher,Product Hunt,product_discovery,developer_framework,GPT Researcher Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark GPT Researcher # GPT Researcher ## Autonomous agent designed for comprehensive online research •1 review• 120 followers Visit websiteFollow Overview Launches Forums Shoutouts Reviews Team Alternatives More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Unclaimed Links tavily.comGitHub Makers Assaf Elovic All Makers ## What isGPT Researcher? GPT Researcher is open-source autonomous agent that can prod,followers: 120,https://www.producthunt.com/products/gpt-researcher,"July 13th, 2023",2026-05-20,8,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
SuperAGI Cloud,Product Hunt,product_discovery,investor_market_resource,"SuperAGI Cloud Product Information and Latest Updates (2025) | Product Hunt Product Hunt logo dark Subscribe Sign in # SuperAGI Cloud Build, Manage & Run useful autonomous AI agents on cloud •7 reviews• 1K followers Visit websiteFollow Overview Launches Forums Reviews Team Awards Alternatives More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• * Advertise ©2025Product Hunt Product status Claimed Awards SuperAGI Cloud was ranked #1 of the day for August 4th, 2023 All Awards Links superagi.comGitHub X.com Makers haider ali khan Mukunda NS Snow",PH day rank: 1; followers: 1K,https://www.producthunt.com/products/superagi-cloud,"August 4th, 2023",2026-05-20,9,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
AiAgent.app,Product Hunt,product_discovery,agent_product_or_directory,"AiAgent.app - Product Information, Latest Updates, and Reviews 2025 | Product Hunt Product Hunt logo dark Subscribe Sign in # AiAgent.app User-friendly AutoGPT in the browser •3 reviews• 80 followers Visit websiteFollow Overview Launches Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• Instagram• LinkedIn• YouTube• Advertise ©2025Product Hunt Product status Claimed AiAgent.app—User-friendly Ai Agent in the browser Upvote(64)• 16 • 2yr ago View all Start new thread Links aiagent.app Social InstagramX.com Makers Amir Andohkosh Nimesh All Makers ## What isAi",PH upvotes: 64; followers: 80,https://www.producthunt.com/products/autogpt-by-aiagent-app,"April 19th, 2023",2026-05-20,10,"site:producthunt.com/products ""autonomous agent"" ""Product Hunt""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Knowly AI: Reliable AI that browses the web exactly like you do | Product Hunt,Product Hunt,product_discovery,benchmark_or_competition,"Launching today ## Reliable AI that browses the web exactly like you do 111 followers Visit website Web browsers•Automation tools Knowly is a super reliable AI agent that learns how you browse the web and automates your daily browsing routines - saving you from repetitive tasks and delivering only the information you truly care about. Overview Reviews Team More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• X.com• Facebook• 📌Hey Product Hunt! 👋I’mYT, founder ofKnowly—and I couldn’t be more excited to finally share what we’ve been building recently. 🚀❓What isKnowly Knowly is an AI agent t",followers: 111,https://www.producthunt.com/products/knowly-ai,,2026-05-20,1,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Graphiti: Build personalized AI agents that learn from dynamic data | Product Hunt,Product Hunt,product_discovery,developer_framework,"Graphiti: Build personalized AI agents that learn from dynamic data | Product Hunt Graphiti # Graphiti ## Build personalized AI agents that learn from dynamic data 419 followers Visit website AI Infrastructure Tools•AI Databases Graphiti is Knowledge Graph-based memory for AI agents. Automatically build rich graphs from changing business data & chat histories. Enable your Python agent with fast access to relevant, accurate data, even as it evolves over time. Visit our GitHub repo! Overview Launches1 Reviews Team Awards More Blog• Newsletter• Questions• Forums• Product Categories• Apps• About• FAQ• Terms• Privacy and Cookies• • * I want to int",followers: 419,https://www.producthunt.com/products/graphiti?launch=graphiti,,2026-05-20,2,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
Convergence,Product Hunt,product_discovery,agent_workflow_automation,"Tanmay Jain ## What isConvergence? At Convergence, our mission is to build a future of abundance for all of humanity. We are developing the first generation of truly general agents that can pick up any skill by actively working and learning from experience. ### Do you use Convergence? I use thisI use something else Convergence gallery image Web browsers•LLMs•AI Chatbots ## RecentConvergenceLaunches Proxy DeepWork Proxy DeepWorkAutomate Complex Workflows with AI Agents Launched onMarch 14th, 2025 Your AI Assistant that actually gets things done Meet Proxy - the AI assistant that gets things done. While others just chat, Proxy executes tasks ac",,https://www.producthunt.com/products/convergence-3,"March 14th, 2025",2026-05-20,3,"site:producthunt.com/products ""self-learning"" ""AI agents""",producthunt.md,"Selected because source result explicitly references AI agents, agent workflows, benchmarks/leaderboards, self-evolution, or investor/news context for agentic products."
