id,platform,name,author,influence_rating,confidence,needs_enrichment,category,time_slice,url
14,Product Hunt,"Gumloop - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/agenthub
15,Product Hunt,Job for Agent,Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2026-05,https://www.producthunt.com/products/job-for-agent
16,Product Hunt,Knowly AI: Reliable AI that browses the web exactly like you do | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2026-05,https://www.producthunt.com/products/knowly-ai
17,Product Hunt,Langflow Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,developer_framework,2026-05,https://www.producthunt.com/products/langflow
18,Product Hunt,Lindy Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/lindy
19,Product Hunt,MGX (MetaGPT X),Product Hunt maker/team,product_team_or_maker,medium,True,agent_product_or_directory,2026-05,https://www.producthunt.com/products/metagpt-x
20,Product Hunt,Magma Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,agent_product_or_directory,2026-05,https://www.producthunt.com/products/magma
21,Product Hunt,"MindPal - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt maker/team,product_team_or_maker,medium,True,investor_market_resource,2026-05,https://www.producthunt.com/products/mindpal-for-youtube
22,Product Hunt,O-mega Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,investor_market_resource,2026-05,https://www.producthunt.com/products/o-mega
23,Product Hunt,Portia AI Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/portia-ai
24,Product Hunt,Pulze: Create AI agents and workflows without engineers | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2026-05,https://www.producthunt.com/products/pulze
25,Product Hunt,Questflow Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,developer_framework,2024-Q1,https://www.producthunt.com/products/questflow-2
26,Product Hunt,"Retool: Build internal tools, remarkably fast | Product Hunt",Product Hunt maker/team,product_team_or_maker,medium,True,developer_framework,2026-05,https://www.producthunt.com/products/retool?launch=retool-agents
27,Product Hunt,Runner H launches,Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/runner-h-1st-ai-agent/launches
28,Product Hunt,"Scoopika - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt maker/team,product_team_or_maker,medium,True,developer_framework,2026-05,https://www.producthunt.com/products/scoopika
29,Product Hunt,"Skyvern - Product Information, Latest Updates, and Reviews 2025 | Product Hunt",Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2026-05,https://www.producthunt.com/products/skyvern
30,Product Hunt,Skyvern: Open Source AI Agent to automate browser-based workflows | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2025-02,https://www.producthunt.com/products/skyvern?launch=skyvern-2-0
31,Product Hunt,Skyvern: Open Source AI Agent to automate browser-based workflows | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2026-05,https://www.producthunt.com/products/skyvern?launch=skyvern
32,Product Hunt,String.com launches,Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/string-com/launches
33,Product Hunt,Suna AI General AI Agent,Product Hunt maker/team,product_team_or_maker,medium,True,developer_framework,2026-05,https://www.producthunt.com/products/suna-ai-general-ai-agent
34,Product Hunt,Suna: Open Source Generalist AI Agent that Acts on Your Behalf | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,benchmark_or_competition,2026-05,https://www.producthunt.com/products/suna
35,Product Hunt,SuperAGI Cloud,Product Hunt maker/team,product_team_or_maker,medium,True,investor_market_resource,2023-Q3,https://www.producthunt.com/products/superagi-cloud
36,Product Hunt,SuperAgentX,Product Hunt maker/team,product_team_or_maker,medium,True,developer_framework,2026-05,https://www.producthunt.com/products/superagentx
37,Product Hunt,Thunai: Human-like AI agents with real-time voice & screen assist | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,investor_market_resource,2026-05,https://www.producthunt.com/products/thunai
38,Product Hunt,Vy by Vercept launches,Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/vy-by-vercept/launches
39,Product Hunt,rtrvr.ai Product Information and Latest Updates (2025) | Product Hunt,Product Hunt maker/team,product_team_or_maker,medium,True,agent_workflow_automation,2026-05,https://www.producthunt.com/products/rtrvr-ai
40,YouTube,1. Build Your First Agentic AI Workflow in n8n (Step-by ... - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=nRMKB3eVErI
41,YouTube,AI Agent Memory: Building Self-Improving Agents - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=QrYbHesIxpw
42,YouTube,AgentK: Self-Evolving AI Agent Framework Can DO ... - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=POGsJd2TQhk
43,YouTube,Agentic AI Full Course 2026 | Simplilearn - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=2R-niMsB0QY
44,YouTube,Agentic AI With Autogen Crash Course Ft: @tech.mayankagg,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=yDpV_jgO93c
45,YouTube,Agentic Context Engineering: Build Self Improving AI Agents,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=4_G72EOwSrg
46,YouTube,Agents SDK from OpenAI! | Full Tutorial - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=35nxORG1mtg
47,YouTube,Agents Tutorial: Build Your First AI Agent from Scratch ... - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=PY44_vQFkR4
48,YouTube,Agentspan: Building Durable AI Agents in Python - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-04,https://www.youtube.com/watch?v=mZEYUy1MhZI
49,YouTube,"Architecting Agent Memory: Principles, Patterns, and Best Practices",YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=W2HVdB4Jbjs
50,YouTube,AutoAgents: A Framework For Creating MULTIPLE Autonomous AI ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=KpexNvmyVrE
51,YouTube,AutoGen FULL Tutorial with Python (Step-By-Step) Build AI Agent ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=V2qZ_lgxTzg
52,YouTube,"AutoGen Studio 2.0 Tutorial - Skills, Multi-Agent Teams, and REAL ...",YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=4ZqJSfV4818
53,YouTube,AutoGen Tutorial Create Custom AI Agents EASILY (Incredible),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=vU2S6dVf79M
54,YouTube,AutoGen Tutorial Multi Agent Systems | Built in Classes Explained,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=lEqjWjHZT0E
55,YouTube,AutoGen: A Multi-Agent Framework - Overview and Improvements,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=2VIoG4_r3-A
56,YouTube,Autonomous AI Agent Demo in n8n | Step-by-Step Workflow,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=BJIKdZGJA5s
57,YouTube,Build AI Agents With phidata. The Full Feature AI Agent Framework,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Zrt9DmhPIyU
58,YouTube,Build AI Agents in 10 Minutes with CrewAI - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=lTwDAHVznlU
59,YouTube,Build AI Agents within 15 Minutes using Agno - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=DiahQlVrnaw
60,YouTube,Build ANYTHING with MCP Servers in n8n! (Beginner to Pro),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=jRDacHChrXc
61,YouTube,Build Hour: Agent Memory Patterns - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=WsGVXiWzTpI
62,YouTube,Build Self-Improving Agents: LangMem Procedural Memory Tutorial,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=WW-v5mO2P7w
63,YouTube,"Build a Language‑Learning Agent with OpenAI, LangGraph, Ollama ...",YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=j4sNAwrx3kc
64,YouTube,Build a Multi-Agent AI System for Stock Research with Agno - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Vn3JO83owcM
65,YouTube,Build a Multi-Agent System with CrewAI | Agentic AI Tutorial - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=qsrl2DHYi1Y
66,YouTube,Build an AI Agent That Can Use Any Tool (MCP in n8n Tutorial),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=SVZe2rdhYmA
67,YouTube,Build an AI Agent Workflow in 15 minutes (Step-by-Step Demo),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Gjz_3EvCysM
68,YouTube,Build an Autonomous AI Agent with Javascript and LangGraph ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=nNfi9H4mFFE
69,YouTube,Build and deploy a MCP Agent with the OpenAI SDK in 3 minutes,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Ta5J_2KFBGM
70,YouTube,Build your first Command bot for Microsoft Teams with Teams Toolkit for Visual Studio Code - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/3skgtkJ1McQ
71,YouTube,Building AI Agents in Pure Python - Beginner Course - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2025-02,https://www.youtube.com/watch?v=bZzyPscbtI8
72,YouTube,Building Declarative Agents with API Plugins for Microsoft 365 Copilot - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/rE0Un7ZzJeU
73,YouTube,Building Smarter AI Agents: Memory Management with AgentCore,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=o5A5hv82ZXU
74,YouTube,Building a Self-Improving AI Agent - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=mWRNAHI8aEw
75,YouTube,Building a bot for Microsoft Teams which detects user presence changes - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/c5GAWOwx4_0
76,YouTube,Building an Autonomous AI Agent for Trading & Onchain Data Analysis,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=DfnYSgwiJ1E
77,YouTube,Building reusable AI Prompts in Copilot Studio to increase productivity - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch/4UdtdtIxL0s
78,YouTube,ChatGPT Operator Tutorial | Autonomous AI Agents Are HERE!,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=I4beIbJT8wE
79,YouTube,Claude Engineer V3: Self-Evolving AI Agent (GitHub Open Source),YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=mspXJaWagdw
80,YouTube,Combat digital distractions using AI & Microsoft Copilot - YouTube,YouTube creator/channel,creator,medium,True,agent_discussion_resource,2026-05,https://www.youtube.com/watch/In-DqsyvOYY
81,YouTube,Configuring the Jira Microsoft Graph connector for Copilot - YouTube,YouTube creator/channel,creator,medium,True,agent_discussion_resource,2026-05,https://www.youtube.com/watch/SzNui9dK4oU
82,YouTube,Create MultiAgent with Autogen | AGENTIC AI - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2025-01,https://www.youtube.com/watch?v=muSam6Yy8lM
83,YouTube,Create Your Own AI Agents With Agno - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=v25O_zBU4DQ
84,YouTube,Create and Publish your first Power Virtual Agent in less than 15 mins - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/AeVro3y7BxE
85,YouTube,Crew AI Full Tutorial For Beginners - Build Your Own AI Agents,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=q6QLGS306d0
86,YouTube,CrewAI Step-by-Step | Complete Course for Beginners - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=kBXYFaZ0EN0
87,YouTube,CrewAI Tutorial | Agentic AI Tutorial - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=G42J2MSKyc8
88,YouTube,CrewAI Tutorial: Multiple Agents Working Together in Python,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=I90xJlzAUW0
89,YouTube,Deep Dive into Coding Agents like Claude Code (Claude 101),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=qWjw3cwJWlU
90,YouTube,"End-to-End Agentic AI QA Workflow with AI Agents, MCP & Playwright",YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=rwR1h8OG0aI
91,YouTube,Forget Devin.. Start building your own Autonomous AI AGENTS,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=EWwdIgXfYPI
92,YouTube,From Zero to Your First Agentic AI Workflow in 26 Minutes (Claude ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=tDGiWn0flK8
93,YouTube,Gen AI Tutorial - Part 10 : AutoGen - How Multi-Agent AI Really Works,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=RhDqo4OyBQ4
94,YouTube,Google Just Quietly Dropped SELF IMPROVING AI Agent ... - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=_MJAIjSGSUs
95,YouTube,Google's New Self Improving AI Agent Just Crushed OpenAI's Deep ...,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=p_BSAKedZaw
96,YouTube,Hermes Agent NEW Desktop App - The 24/7 Self-Evolving AI Agent!,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=YBp_PXBbe80
97,YouTube,Hermes: NEW Self-Evolving Autonomous AI Agent - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=yaMjA9NOu3U
98,YouTube,Hierarchical Motion Primitives for Motion Planning,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/;?v=xJqXwKzxdEk&cbrd=1&ucbcb=1
99,YouTube,How Alibaba Built a Self-Evolving AI Agent System - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=pzk0dEIuGqw
100,YouTube,How I Built an Autonomous AI Agent to Fix Outlook (Microsoft Copilot ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Y8NmL93HzdI
101,YouTube,"How To Create Ai Agents From Scratch (CrewAI, Zapier, Cursor)",YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=PM9zr7wgJX4
102,YouTube,How memory makes AI agents more effective - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=52xTxeqT4ws
103,YouTube,How to Build $10000 Agentic Workflows (Claude Code Tutorial),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=vFepZE_wrfg
104,YouTube,How to Build AI Agents with PydanticAI (Beginner Tutorial) - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=zcYtSckecD8
105,YouTube,How to Build AI Agents | Simplilearn - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=eFXPgpE1FlE
106,YouTube,How to Build a Multi-Agent AI App with AutoGen - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=_6g5X4EmRBE
107,YouTube,How to Connect NEW Agent Builder to n8n! (MCP integration),YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Qf_9mUrmMi8
108,YouTube,How to EASILY Build an MCP Agent - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=rUpZV4ILVCc
109,YouTube,How to Use OpenAI Agent SDK – Full Tutorial with Code - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=mQHD3-mllro
110,YouTube,How to add short-term memory to your AI agent (Sessions & State ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=vfVcDUCucSs
111,YouTube,How to build AI agents with memory - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=sMtrelDNxIc
112,YouTube,How to build Microsoft Graph Custom Connector for Microsoft Learn Catalog API - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch/ILt9tMAA7i0
113,YouTube,HuggingFace Smolagents Open Source AI Agent Framework Full ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=WoosiKbOAqU
114,YouTube,I Built Self-Improving AI That Creates Better Versions Of Itself,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=pDrkQoefN1o
115,YouTube,I Tested Every AI Agent Framework — Here's What No One Tells ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=ozu7evLZcGE
116,YouTube,I built an agent that improves/critiques my other agent output,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=e698TjbQe3w
117,YouTube,Introduction | OpenAI Agents Tutorial Ep. 1 - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=qdcB4Y_h_Z0
118,YouTube,LangGraph - Coding Agent (Execute & Rewrite Code) - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=-ybgQK0BE-I
119,YouTube,LangGraph:04 LangChain ReAct Agent with Custom Tool and Self ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Lvrv9I276ps
120,YouTube,Learn 90% of Building AI Agents in 30 Minutes - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=i5kwX7jeWL8
121,YouTube,Learning to reach with Festo's Bionic Handling Assistant,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/?v=aGFiMviI0VY
122,YouTube,Lemon AI: First-Ever Self-Evolving AI Agent! FULLY FREE Manus ...,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=aDJC57Fq114
123,YouTube,Level up your Copilot prompts with this trick - YouTube,YouTube creator/channel,creator,medium,True,agent_discussion_resource,2026-05,https://www.youtube.com/watch/C4kvKegy0cM
124,YouTube,MCP - RAG & Self-Evolve Agent ALITA - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=ZtwN79n9dRE
125,YouTube,MCP Agent Fine tuning Workshop - Ronan McGovern - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=Nqb7JTx0Pqo
126,YouTube,Master Autonomous AI Agents in Microsoft Copilot Studio - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=OZ_NgoFDiHI
127,YouTube,Microsoft Agent Framework: The Open-Source Engine for Intelligent ...,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=yOBcPuLLmuY
128,YouTube,Microsoft Webinar event: How to prepare for Employee Self-Service agent implementation - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/jWwLtbRXAWQ?cbrd=1&ucbcb=1
129,YouTube,Model Context Protocol With LangChain Agents | MCP for Beginners,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=G2pN_-oDlAQ
130,YouTube,Multi-Agent Systems in OpenAI's Agents SDK | Full Tutorial - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=2MYzc79Lj04
131,YouTube,NO AI Self-Improvement w/ RL - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=GvYCPpMI1mA
132,YouTube,New: AI Agent Self-Improvement + Self-Fine-Tune - YouTube,YouTube creator/channel,creator,medium,True,agent_discussion_resource,2026-05,https://www.youtube.com/watch?v=O5iLfzSFptg
133,YouTube,OpenAI Agents SDK Handoffs | Deep Dive Tutorial - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=LuarehusOWU
134,YouTube,OpenAI Agents SDK Tutorial (FULL SERIES) - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=gFcAfU3V1Zo
135,YouTube,OpenAI President Greg Brockman: AI Self-Improvement ... - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=J6vYvk7R190
136,YouTube,OpenAI's Agents SDK | Tools and Agents-as-Tools Explained,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=_RTxDOnLfVM
137,YouTube,OpenAI's BRAND NEW Agents SDK (Crash Course) - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=e7qvd2bOITc
138,YouTube,OpenSpace + OpenClaw — Self-Evolving AI Agent Skills (Full Setup),YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=O6pkA1CrbPo
139,YouTube,Reimagine your app's UX with AI – Build your own copilot for Teams - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch/r4ThXvRbtEc?cbrd=1&ucbcb=1
140,YouTube,SSE MCP Server Agent - Agno | MCP Tutorial - Part 3 - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=StXHQ3z5cvA
141,YouTube,Self-Corrective RAG with LangGraph - Agentic RAG Tutorial,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=uZoz3T3Z6-w
142,YouTube,Self-Evolving AI Agents: Build AI That Improves Itself Automatically,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=Q7aALlSScwc
143,YouTube,Self-improving AI agent that modifies its own code - YouTube,YouTube creator/channel,creator,medium,True,self_evolving_agent,2026-05,https://www.youtube.com/watch?v=Ski1MBTgHZ8
144,YouTube,Self-reflecting AI Agents with LangGraph and Responses API,YouTube creator/channel,creator,medium,True,agent_framework,2026-05,https://www.youtube.com/watch?v=wPMWiiubNew
145,YouTube,Skip LangGraph Cloud – Self-Hosting Agents Made Easy - YouTube,YouTube creator/channel,creator,medium,True,tutorial_or_implementation,2026-05,https://www.youtube.com/watch?v=82C4KKiWDZo
