arxiv_id,title,method_category,content_timestamp,time_slice,file
2401.13996,Investigate-Consolidate-Exploit: A General Strategy for Inter-Task Agent Self-Evolution,web/tool/environment adaptation,2024-01-01,2024-01,raw-papers/2401.13996.md
2402.17574,Computer Science > Artificial Intelligence,prompt/search optimization,2024-02-01,2024-02,raw-papers/2402-17574.md
2402.17574,Agent-Pro: Learning to Evolve via Policy-Level Reflection and Optimization,prompt/search optimization,2024-02-01,2024-02,raw-papers/2402.17574.md
2402.18381,Large Language Models As Evolution Strategies,prompt/search optimization,2024-02-01,2024-02,raw-papers/2402.18381.md
2403.18341,Computer Science > Computation and Language,prompt/search optimization,2024-03-27,2024-03,raw-papers/2403-18341.md
2403.18341,IterAlign: Iterative Constitutional Alignment of Large Language Models,evaluation/safety/governance,2024-03-01,2024-03,raw-papers/2403.18341.md
2404.14387,A Survey on Self-Evolution of Large Language Models,prompt/search optimization,2024-04-22,2024-04,raw-papers/2404.14387.md
2405.06682,Computer Science > Computation and Language,multi-agent reflection/debate,2024-05-01,2024-05,raw-papers/2405-06682.md
2405.06682,Self-Reflection in LLM Agents: Effects on Problem-Solving Performance,multi-agent reflection/debate,2024-05-01,2024-05,raw-papers/2405.06682.md
2406.18532,Symbolic Learning Enables Self-Evolving Agents,web/tool/environment adaptation,2024-06-01,2024-06,raw-papers/2406.18532.md
2407.18219,Computer Science > Machine Learning,prompt/search optimization,2024-07-01,2024-07,raw-papers/2407-18219.md
2407.18219,Recursive Introspection: Teaching Language Model Agents How to Self-Improve,reward/RL/self-play,2024-07-01,2024-07,raw-papers/2407.18219.md
2407.19594,Meta-Rewarding Language Models: Self-Improving Alignment with LLM-as-a-Meta-Judge,reward/RL/self-play,2024-07-01,2024-07,raw-papers/2407.19594.md
2408.08435,Computer Science > Artificial Intelligence,prompt/search optimization,2024-08-01,2024-08,raw-papers/2408-08435.md
2408.08435,Automated Design of Agentic Systems,prompt/search optimization,2024-08-01,2024-08,raw-papers/2408.08435.md
2409.12917,Computer Science > Machine Learning,prompt/search optimization,2024-09-01,2024-09,raw-papers/2409-12917.md
2409.18382,Computer Science > Robotics,prompt/search optimization,2024-09-01,2024-09,raw-papers/2409-18382.md
2409.12147,"MAgICoRe: Multi-Agent, Iterative, Coarse-to-Fine Refinement for Reasoning",multi-agent reflection/debate,2024-09-01,2024-09,raw-papers/2409.12147.md
2409.12917,Training Language Models to Self-Correct via Reinforcement Learning,reward/RL/self-play,2024-09-01,2024-09,raw-papers/2409.12917.md
2409.14051,GroupDebate: Enhancing the Efficiency of Multi-Agent Debate Using Group Discussion,multi-agent reflection/debate,2024-09-01,2024-09,raw-papers/2409.14051.md
2409.18382,CurricuLLM: Automatic Task Curricula Design for Learning Complex Robot Skills using Large Language Models,reward/RL/self-play,2024-09-01,2024-09,raw-papers/2409.18382.md
2410.01215,Computer Science > Computation and Language,code/self-modification,2024-10-01,2024-10,raw-papers/2410-01215.md
2410.04444,Computer Science > Artificial Intelligence,prompt/search optimization,2024-10-01,2024-10,raw-papers/2410-04444.md
2410.12853,Computer Science > Computation and Language,multi-agent reflection/debate,2024-10-01,2024-10,raw-papers/2410-12853.md
2410.15639,Computer Science > Computation and Language,prompt/search optimization,2024-10-01,2024-10,raw-papers/2410-15639.md
2410.16946,Computer Science > Software Engineering,prompt/search optimization,2024-10-22,2024-10,raw-papers/2410-16946.md
2410.23912,Computer Science > Artificial Intelligence,reward/RL/self-play,2024-10-01,2024-10,raw-papers/2410-23912.md
2410.01215,From Code to Correctness: Closing the Last Mile of Code Generation with Hierarchical Debugging,code/self-modification,2024-10-01,2024-10,raw-papers/2410.01215.md
2410.04444,Gödel Agent: A Self-Referential Agent Framework for Recursive Self-Improvement,code/self-modification,2024-10-01,2024-10,raw-papers/2410.04444.md
2410.12853,Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,multi-agent reflection/debate,2024-10-01,2024-10,raw-papers/2410.12853.md
2410.15639,Can Large Language Models Invent Algorithms to Improve Themselves?: Algorithm Discovery for Recursive Self-Improvement through Reinforcement Learning,reward/RL/self-play,2024-10-01,2024-10,raw-papers/2410.15639.md
2410.16946,Self-Evolving Multi-Agent Collaboration Networks for Software Development,multi-agent reflection/debate,2024-10-01,2024-10,raw-papers/2410.16946.md
2410.23912,RL-STaR: Theoretical Analysis of Reinforcement Learning Frameworks for Self-Taught Reasoner,reward/RL/self-play,2024-10-01,2024-10,raw-papers/2410.23912.md
2411.02337,WebRL: Training LLM Web Agents via Self-Evolving Online Curriculum Reinforcement Learning,reward/RL/self-play,2024-11-01,2024-11,raw-papers/2411.02337.md
2412.01951,Computer Science > Artificial Intelligence,prompt/search optimization,2024-12-01,2024-12,raw-papers/2412-01951.md
2412.01951,Self-Improvement in Language Models: The Sharpening Mechanism,code/self-modification,2024-12-01,2024-12,raw-papers/2412.01951.md
2501.01264,Computer Science > Computation and Language,prompt/search optimization,2025-01-01,2025-01,raw-papers/2501-01264.md
2501.07278,Computer Science > Artificial Intelligence,prompt/search optimization,2025-01-01,2025-01,raw-papers/2501-07278.md
2501.11425,Computer Science > Artificial Intelligence,reward/RL/self-play,2025-01-01,2025-01,raw-papers/2501-11425.md
2501.12793,Computer Science > Software Engineering,prompt/search optimization,2025-01-22,2025-01,raw-papers/2501-12793.md
2501.13011,Computer Science > Machine Learning,prompt/search optimization,2025-01-01,2025-01,raw-papers/2501-13011.md
2501.01264,ProgCo: Program Helps Self-Correction of Large Language Models,code/self-modification,2025-01-01,2025-01,raw-papers/2501.01264.md
2501.07278,Lifelong Learning of Large Language Model based Agents: A Roadmap,memory/knowledge evolution,2025-01-01,2025-01,raw-papers/2501.07278.md
2501.11425,Agent-R: Training Language Model Agents to Reflect via Iterative Self-Training,reward/RL/self-play,2025-01-01,2025-01,raw-papers/2501.11425.md
2501.12793,Revisit Self-Debugging with Self-Generated Tests for Code Generation,code/self-modification,2025-01-01,2025-01,raw-papers/2501.12793.md
2501.13011,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,reward/RL/self-play,2025-01-01,2025-01,raw-papers/2501.13011.md
2502.00593,Computer Science > Neural and Evolutionary Computing,prompt/search optimization,2025-02-01,2025-02,raw-papers/2502-00593.md
2502.05605,Computer Science > Computation and Language,prompt/search optimization,2025-02-01,2025-02,raw-papers/2502-05605.md
2502.05957,Computer Science > Artificial Intelligence,prompt/search optimization,2025-02-01,2025-02,raw-papers/2502-05957.md
2502.13550,Computer Science > Computation and Language,prompt/search optimization,2025-02-19,2025-02,raw-papers/2502-13550.md
2502.00593,Dominated Novelty Search: Rethinking Local Competition in Quality-Diversity,prompt/search optimization,2025-02-01,2025-02,raw-papers/2502.00593.md
2502.04780,SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning,reward/RL/self-play,2025-02-07,2025-02,raw-papers/2502.04780.md
2502.05605,Evolving LLMs' Self-Refinement Capability via Iterative Preference Optimization,multi-agent reflection/debate,2025-02-08,2025-02,raw-papers/2502.05605.md
2502.05957,AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents,code/self-modification,2025-02-09,2025-02,raw-papers/2502.05957.md
2502.12110,A-Mem: Agentic Memory for LLM Agents,memory/knowledge evolution,2025-02-01,2025-02,raw-papers/2502.12110.md
2502.13550,STaR-SQL: Self-Taught Reasoner for Text-to-SQL,reward/RL/self-play,2025-02-19,2025-02,raw-papers/2502.13550.md
2503.12434,A Survey on the Optimization of Large Language Model-based Agents,prompt/search optimization,2025-03-16,2025-03,raw-papers/2503.12434.md
2504.01990,Computer Science > Artificial Intelligence,prompt/search optimization,2025-04-01,2025-04,raw-papers/2504-01990.md
2504.15228,Computer Science > Artificial Intelligence,code/self-modification,2025-04-01,2025-04,raw-papers/2504-15228.md
2504.20073,Computer Science > Machine Learning,prompt/search optimization,2025-04-01,2025-04,raw-papers/2504-20073.md
2504.21024,Computer Science > Computation and Language,web/tool/environment adaptation,2025-04-01,2025-04,raw-papers/2504-21024.md
2504.01990,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems",reward/RL/self-play,2025-04-01,2025-04,raw-papers/2504.01990.md
2504.15228,A Self-Improving Coding Agent,code/self-modification,2025-04-01,2025-04,raw-papers/2504.15228.md
2504.20073,RAGEN: Understanding Self-Evolution in LLM Agents via Multi-Turn Reinforcement Learning,reward/RL/self-play,2025-04-01,2025-04,raw-papers/2504.20073.md
2504.21024,WebEvolver: Enhancing Web Agent Self-Improvement with Coevolving World Model,web/tool/environment adaptation,2025-04-01,2025-04,raw-papers/2504.21024.md
2505.03335,Computer Science > Machine Learning,prompt/search optimization,2025-05-01,2025-05,raw-papers/2505-03335.md
2505.08827,Computer Science > Machine Learning,reward/RL/self-play,2025-05-01,2025-05,raw-papers/2505-08827.md
2505.14970,Computer Science > Artificial Intelligence,prompt/search optimization,2025-05-01,2025-05,raw-papers/2505-14970.md
2505.16067,Computer Science > Artificial Intelligence,memory/knowledge evolution,2025-05-01,2025-05,raw-papers/2505-16067.md
2505.16475,Computer Science > Artificial Intelligence,prompt/search optimization,2025-05-22,2025-05,raw-papers/2505-16475.md
2505.23060,Computer Science > Computation and Language,prompt/search optimization,2025-05-01,2025-05,raw-papers/2505-23060.md
2505.00234,Self-Generated In-Context Examples Improve LLM Agents for Sequential Decision-Making Tasks,reward/RL/self-play,2025-05-01,2025-05,raw-papers/2505.00234.md
2505.03335,Absolute Zero: Reinforced Self-play Reasoning with Zero Data,reward/RL/self-play,2025-05-01,2025-05,raw-papers/2505.03335.md
2505.08827,RLSR: Reinforcement Learning from Self Reward,reward/RL/self-play,2025-05-01,2025-05,raw-papers/2505.08827.md
2505.14970,Self-Evolving Curriculum for LLM Reasoning,reward/RL/self-play,2025-05-01,2025-05,raw-papers/2505.14970.md
2505.15741,"Evolutionary Computation and Large Language Models: A Survey of Methods, Synergies, and Applications",code/self-modification,2025-05-21,2025-05,raw-papers/2505.15741.md
2505.16067,How Memory Management Impacts LLM Agents: An Empirical Study of Experience-Following Behavior,memory/knowledge evolution,2025-05-01,2025-05,raw-papers/2505.16067.md
2505.16475,ReflectEvo: Improving Meta Introspection of Small LLMs by Learning Self-Reflection,multi-agent reflection/debate,2025-05-01,2025-05,raw-papers/2505.16475.md
2505.18646,SEW: Self-Evolving Agentic Workflows for Automated Code Generation,web/tool/environment adaptation,2025-05-01,2025-05,raw-papers/2505.18646.md
2505.22954,Darwin Godel Machine: Open-Ended Evolution of Self-Improving Agents,code/self-modification,2025-05-01,2025-05,raw-papers/2505.22954.md
2505.23060,Self-Correcting Code Generation Using Small Language Models,reward/RL/self-play,2025-05-01,2025-05,raw-papers/2505.23060.md
2506.01716,Computer Science > Artificial Intelligence,prompt/search optimization,2025-06-02,2025-06,raw-papers/2506-01716.md
2506.04651,Computer Science > Artificial Intelligence,prompt/search optimization,2025-06-01,2025-06,raw-papers/2506-04651.md
2506.09046,Computer Science > Machine Learning,prompt/search optimization,2025-06-01,2025-06,raw-papers/2506-09046.md
2506.13131,Computer Science > Artificial Intelligence,prompt/search optimization,2025-06-16,2025-06,raw-papers/2506-13131.md
2506.01716,Self-Challenging Language Model Agents,reward/RL/self-play,2025-06-01,2025-06,raw-papers/2506.01716.md
2506.04651,Agents of Change: Self-Evolving LLM Agents for Strategic Planning,web/tool/environment adaptation,2025-06-01,2025-06,raw-papers/2506.04651.md
2506.09046,Agentic Neural Networks: Self-Evolving Multi-Agent Systems via Textual Backpropagation,multi-agent reflection/debate,2025-06-01,2025-06,raw-papers/2506.09046.md
2506.10943,Self-Adapting Language Models,reward/RL/self-play,2025-06-12,2025-06,raw-papers/2506.10943.md
2506.13131,AlphaEvolve: A coding agent for scientific and algorithmic discovery,code/self-modification,2025-06-01,2025-06,raw-papers/2506.13131.md
2506.24119,SPIRAL: Self-Play on Zero-Sum Games Incentivizes Reasoning via Multi-Agent Multi-Turn Reinforcement Learning,reward/RL/self-play,2025-06-01,2025-06,raw-papers/2506.24119.md
2507.21046,Computer Science > Artificial Intelligence,prompt/search optimization,2025-07-01,2025-07,raw-papers/2507-21046.md
2507.03616,EvoAgentX: An Automated Framework for Evolving Agentic Workflows,web/tool/environment adaptation,2025-07-04,2025-07,raw-papers/2507.03616.md
2507.19457,GEPA: Reflective Prompt Evolution Can Outperform Reinforcement Learning,prompt/search optimization,2025-07-25,2025-07,raw-papers/2507.19457.md
2507.21046,"A Survey of Self-Evolving Agents: What, When, How, and Where to Evolve on the Path to Artificial Super Intelligence",code/self-modification,2025-07-28,2025-07,raw-papers/2507.21046.md
2508.02085,Computer Science > Artificial Intelligence,prompt/search optimization,2025-08-01,2025-08,raw-papers/2508-02085.md
2508.04700,Computer Science > Artificial Intelligence,prompt/search optimization,2025-08-01,2025-08,raw-papers/2508-04700.md
2508.07407,Computer Science > Artificial Intelligence,prompt/search optimization,2025-08-01,2025-08,raw-papers/2508-07407.md
2508.09586,Computer Science > Artificial Intelligence,prompt/search optimization,2025-08-01,2025-08,raw-papers/2508-09586.md
2508.19005,Computer Science > Artificial Intelligence,prompt/search optimization,2025-08-01,2025-08,raw-papers/2508-19005.md
2508.02085,SE-Agent: Self-Evolution Trajectory Optimization in Multi-Step Reasoning with LLM-Based Agents,reward/RL/self-play,2025-08-04,2025-08,raw-papers/2508.02085.md
2508.04700,SEAgent: Self-Evolving Computer Use Agent with Autonomous Learning from Experience,reward/RL/self-play,2025-08-06,2025-08,raw-papers/2508.04700.md
2508.07407,A Comprehensive Survey of Self-Evolving AI Agents: A New Paradigm Bridging Foundation Models and Lifelong Agentic Systems,memory/knowledge evolution,2025-08-01,2025-08,raw-papers/2508.07407.md
2508.09586,EvoCurr: Self-evolving Curriculum with Behavior Code Generation for Complex Decision-making,code/self-modification,2025-08-01,2025-08,raw-papers/2508.09586.md
2508.19005,Building Self-Evolving Agents via Experience-Driven Lifelong Learning: A Framework and Benchmark,memory/knowledge evolution,2025-08-01,2025-08,raw-papers/2508.19005.md
2508.19828,Memory-R1: Enhancing Large Language Model Agents to Manage and Utilize Memories via Reinforcement Learning,memory/knowledge evolution,2025-08-01,2025-08,raw-papers/2508.19828.md
2509.04575,Computer Science > Machine Learning,code/self-modification,2025-09-01,2025-09,raw-papers/2509-04575.md
2509.22502,Computer Science > Artificial Intelligence,prompt/search optimization,2025-09-01,2025-09,raw-papers/2509-22502.md
2509.25140,Computer Science > Artificial Intelligence,prompt/search optimization,2025-09-01,2025-09,raw-papers/2509-25140.md
2509.04575,Bootstrapping Task Spaces for Self-Improvement,code/self-modification,2025-09-01,2025-09,raw-papers/2509.04575.md
2509.20562,SAMULE: Self-Learning Agents Enhanced by Multi-Level Reflection,multi-agent reflection/debate,2025-09-01,2025-09,raw-papers/2509.20562.md
2509.22502,InfiAgent: Self-Evolving Pyramid Agent Framework for Infinite Scenarios,multi-agent reflection/debate,2025-09-01,2025-09,raw-papers/2509.22502.md
2509.25140,ReasoningBank: Scaling Agent Self-Evolving with Reasoning Memory,memory/knowledge evolution,2025-09-01,2025-09,raw-papers/2509.25140.md
2509.25541,Vision-Zero: Scalable VLM Self-Evolution via Multi-Agent Self-Play,reward/RL/self-play,2025-09-01,2025-09,raw-papers/2509.25541.md
2509.26354,Your Agent May Misevolve: Emergent Risks in Self-evolving LLM Agents,evaluation/safety/governance,2025-09-30,2025-09,raw-papers/2509.26354.md
2510.04618,Computer Science > Machine Learning,prompt/search optimization,2025-10-01,2025-10,raw-papers/2510-04618.md
2510.06056,Computer Science > Artificial Intelligence,code/self-modification,2025-10-07,2025-10,raw-papers/2510-06056.md
2510.07841,Computer Science > Machine Learning,prompt/search optimization,2025-10-09,2025-10,raw-papers/2510-07841.md
2510.14253,Computer Science > Artificial Intelligence,prompt/search optimization,2025-10-01,2025-10,raw-papers/2510-14253.md
2510.16079,Computer Science > Computation and Language,prompt/search optimization,2025-10-01,2025-10,raw-papers/2510-16079.md
2510.17498,Computer Science > Computation and Language,prompt/search optimization,2025-10-20,2025-10,raw-papers/2510-17498.md
2510.18327,Computer Science > Software Engineering,prompt/search optimization,2025-10-21,2025-10,raw-papers/2510-18327.md
2510.23595,Computer Science > Artificial Intelligence,prompt/search optimization,2025-10-01,2025-10,raw-papers/2510-23595.md
2510.04618,Agentic Context Engineering: Evolving Contexts for Self-Improving Language Models,code/self-modification,2025-10-01,2025-10,raw-papers/2510.04618.md
2510.06056,Scientific Algorithm Discovery by Augmenting AlphaEvolve with Deep Research,code/self-modification,2025-10-01,2025-10,raw-papers/2510.06056.md
2510.07841,Self-Improving LLM Agents at Test-Time,reward/RL/self-play,2025-10-01,2025-10,raw-papers/2510.07841.md
2510.14253,Towards Agentic Self-Learning LLMs in Search Environment,reward/RL/self-play,2025-10-01,2025-10,raw-papers/2510.14253.md
2510.16079,EvolveR: Self-Evolving LLM Agents through an Experience-Driven Lifecycle,code/self-modification,2025-10-01,2025-10,raw-papers/2510.16079.md
2510.17498,Deep Self-Evolving Reasoning,reward/RL/self-play,2025-10-01,2025-10,raw-papers/2510.17498.md
2510.18327,InspectCoder: Dynamic Analysis-Enabled Self Repair through interactive LLM-Debugger Collaboration,code/self-modification,2025-10-01,2025-10,raw-papers/2510.18327.md
2510.23595,Multi-Agent Evolve: LLM Self-Improve through Co-evolution,reward/RL/self-play,2025-10-01,2025-10,raw-papers/2510.23595.md
2511.10395,Computer Science > Machine Learning,prompt/search optimization,2025-11-13,2025-11,raw-papers/2511-10395.md
2511.16043,Computer Science > Machine Learning,prompt/search optimization,2025-11-20,2025-11,raw-papers/2511-16043.md
2511.23473,Computer Science > Machine Learning,prompt/search optimization,2025-11-28,2025-11,raw-papers/2511-23473.md
2511.06449,FLEX: Continuous Agent Evolution via Forward Learning from Experience,reward/RL/self-play,2025-11-01,2025-11,raw-papers/2511.06449.md
2511.10395,AgentEvolver: Towards Efficient Self-Evolving Agent System,code/self-modification,2025-11-01,2025-11,raw-papers/2511.10395.md
2511.16043,Agent0: Unleashing Self-Evolving Agents from Zero Data via Tool-Integrated Reasoning,web/tool/environment adaptation,2025-11-01,2025-11,raw-papers/2511.16043.md
2511.23473,ThetaEvolve: Test-time Learning on Open Problems,code/self-modification,2025-11-01,2025-11,raw-papers/2511.23473.md
2512.09108,Computer Science > Software Engineering,prompt/search optimization,2025-12-09,2025-12,raw-papers/2512-09108.md
2512.09108,Evolving Excellence: Automated Optimization of LLM-based Agents,prompt/search optimization,2025-12-01,2025-12,raw-papers/2512.09108.md
2512.22716,Memento-II: Learning by Stateful Reflective Memory,memory/knowledge evolution,2025-12-01,2025-12,raw-papers/2512.22716.md
2601.05280,On the Limits of Self-Improving in Large Language Models: The Singularity Is Not Near Without Symbolic Model Synthesis,reward/RL/self-play,2026-01-05,2026-01,raw-papers/2601.05280.md
2602.01983,Evolving from Tool User to Creator via Training-Free Experience Reuse in Multimodal Reasoning,web/tool/environment adaptation,2026-02-02,2026-02,raw-papers/2602.01983.md
2602.02474,MemSkill: Learning and Evolving Memory Skills for Self-Evolving Agents,memory/knowledge evolution,2026-02-01,2026-02,raw-papers/2602.02474.md
2602.04837,Group-Evolving Agents: Open-Ended Self-Improvement via Experience Sharing,code/self-modification,2026-02-04,2026-02,raw-papers/2602.04837.md
2602.05810,Bifrost: Steering Strategic Trajectories to Bridge Contextual Gaps for Self-Improving Agents,code/self-modification,2026-02-05,2026-02,raw-papers/2602.05810.md
2602.09877,The Devil Behind Moltbook: Anthropic Safety is Always Vanishing in Self-Evolving AI Societies,evaluation/safety/governance,2026-02-10,2026-02,raw-papers/2602.09877.md
2602.23720,The Auton Agentic AI Framework,web/tool/environment adaptation,2026-02-27,2026-02,raw-papers/2602.23720.md
2603.02766,EvoSkill: Automated Skill Discovery for Multi-Agent Systems,reward/RL/self-play,2026-03-03,2026-03,raw-papers/2603.02766.md
2603.03290,AriadneMem: Threading the Maze of Lifelong Memory for LLM Agents,memory/knowledge evolution,2026-03-01,2026-03,raw-papers/2603.03290.md
2603.07970,Advancing Automated Algorithm Design via Evolutionary Stagewise Design with LLMs,reward/RL/self-play,2026-03-09,2026-03,raw-papers/2603.07970.md
2603.15255,SAGE: Multi-Agent Self-Evolution for LLM Reasoning,reward/RL/self-play,2026-03-01,2026-03,raw-papers/2603.15255.md
2603.19461,Hyperagents,code/self-modification,2026-03-19,2026-03,raw-papers/2603.19461.md
2603.25928,Self-Organizing Multi-Agent Systems for Continuous Software Development,multi-agent reflection/debate,2026-03-26,2026-03,raw-papers/2603.25928.md
2603.28990,Drop the Hierarchy and Roles: How Self-Organizing LLM Agents Outperform Designed Structures,reward/RL/self-play,2026-03-30,2026-03,raw-papers/2603.28990.md
2604.01658,CORAL: Towards Autonomous Multi-Agent Evolution for Open-Ended Discovery,multi-agent reflection/debate,2026-04-01,2026-04,raw-papers/2604.01658.md
2604.01687,CoEvoSkills: Self-Evolving Agent Skills via Co-Evolutionary Verification,code/self-modification,2026-04-02,2026-04,raw-papers/2604.01687.md
2604.02674,Do Agent Societies Develop Intellectual Elites? The Hidden Power Laws of Collective Cognition in LLM Multi-Agent Systems,multi-agent reflection/debate,2026-04-03,2026-04,raw-papers/2604.02674.md
2604.08988,SEA-Eval: A Benchmark for Evaluating Self-Evolving Agents Beyond Episodic Assessment,evaluation/safety/governance,2026-04-10,2026-04,raw-papers/2604.08988.md
2604.10923,Mem2Evolve: Towards Self-Evolving Agents via Co-Evolutionary Capability Expansion and Experience Distillation,memory/knowledge evolution,2026-04-01,2026-04,raw-papers/2604.10923.md
2604.14972,SAGER: Self-Evolving User Policy Skills for Recommendation Agent,reward/RL/self-play,2026-04-16,2026-04,raw-papers/2604.14972.md
2604.15034,Autogenesis: A Self-Evolving Agent Protocol,web/tool/environment adaptation,2026-04-16,2026-04,raw-papers/2604.15034.md
2604.17091,GenericAgent: A Token-Efficient Self-Evolving LLM Agent via Contextual Information Density Maximization (V1.0),memory/knowledge evolution,2026-04-18,2026-04,raw-papers/2604.17091.md
2604.18131,"Training LLM Agents for Spontaneous, Reward-Free Self-Evolution via World Knowledge Exploration",reward/RL/self-play,2026-04-01,2026-04,raw-papers/2604.18131.md
2604.27264,Self-Evolving Software Agents,reward/RL/self-play,2026-04-29,2026-04,raw-papers/2604.27264.md
2605.04677,CodeEvolve: LLM-Driven Evolutionary Optimization with Runtime-Enriched Target Selection for Multi-Language Code Enhancement,code/self-modification,2026-05-01,2026-05,raw-papers/2605.04677.md
2605.06614,SkillOS: Learning Skill Curation for Self-Evolving Agents,reward/RL/self-play,2026-05-07,2026-05,raw-papers/2605.06614.md
2605.09315,Do Self-Evolving Agents Forget? Capability Degradation and Preservation in Lifelong LLM Agent Adaptation,memory/knowledge evolution,2026-05-10,2026-05,raw-papers/2605.09315.md
2605.18421,EvoMemBench: Benchmarking Agent Memory from a Self-Evolving Perspective,memory/knowledge evolution,2026-05-18,2026-05,raw-papers/2605.18421.md
2605.18930,OEP: Poisoning Self-Evolving LLM Agents via Locally Correct but Non-Transferable Experiences,memory/knowledge evolution,2026-05-18,2026-05,raw-papers/2605.18930.md
2605.19102,Prompt Optimization for LLM Code Generation via Reinforcement Learning,prompt/search optimization,2026-05-18,2026-05,raw-papers/2605.19102.md
placeholder.no-arxiv,Papers Without arXiv IDs — Placeholder Index,reward/RL/self-play,20pl-ac-01,20pl-ac,raw-papers/placeholder-no-arxiv.md
